# Data generated from networks:
# networks/network1: 500, networks/network2: 500, 
-2.1856,0.5058,-0.6636,-0.6862,0.3184,-0.7046,0.9658,0.4973,-3.1852,1.1617,4.3298,2.6284,-3.3218,-0.2039,-1.4837,-0.9576,0.1695,-0.4898,-0.3049,-0.7408
1.2086,-0.4442,-1.0659,-0.5765,-1.7971,-0.0010,-1.1327,1.0842,0.9422,-0.3297,-0.5141,-0.2085,0.2824,-1.2105,0.2121,1.3686,0.6247,1.4859,-2.0465,0.6126
2.0197,-1.8703,-0.2670,0.7570,0.5255,-0.0678,-0.2274,-2.8433,-2.8921,1.7015,2.7374,3.8275,-3.1891,3.0652,-1.9390,-0.4824,-0.5857,-1.6193,2.0732,-2.0015
0.9791,-0.7511,0.5765,-0.8122,-1.3114,2.3610,0.5975,-1.2177,-1.5670,0.5489,3.0458,2.8076,-2.9829,2.8429,-2.5987,-1.6381,1.3150,-1.3525,0.4015,0.7439
0.9433,0.9782,0.9048,-0.8315,-1.2431,1.1693,-1.2444,2.5215,-0.5474,-0.2055,-0.8306,-0.9177,1.0114,-2.8585,0.6033,2.5952,-2.5907,-0.1604,1.0416,-0.6335
-1.6876,1.2159,-0.5764,-0.0803,-2.2137,-0.2617,1.3194,-0.2797,0.4944,0.3096,-0.7805,0.6326,0.7001,0.0999,-0.2447,-0.7257,1.9381,-1.4216,0.4067,-0.1027
2.3839,-2.9274,1.1884,1.6322,-0.1167,0.8098,-0.8042,0.7549,1.2481,-1.3388,-1.6393,1.9179,-0.7099,-1.1527,-0.7181,1.1193,1.4632,-1.0204,1.4263,0.5620
0.3600,-0.5738,0.5032,-0.5208,-0.5117,0.8249,-1.6116,-0.3786,0.1548,0.7959,-1.2230,2.8012,-1.6453,-0.9662,0.7117,0.2670,2.2970,0.2725,-0.4384,-0.2953
-0.0999,2.1695,-0.7250,0.2660,0.0376,-0.5168,1.4835,0.1247,-0.8935,-0.3284,1.4807,0.2843,-0.8425,1.3438,0.0211,1.3641,-0.2806,-0.6336,1.0422,0.0295
1.2635,0.4458,1.5169,-0.8275,-1.6906,-0.4593,1.0051,-0.7743,-1.3210,0.0562,4.1399,1.7885,-3.7276,-0.1635,0.5633,-0.2738,1.1083,0.2574,2.2050,-2.4272
-0.4241,1.0049,-1.2529,0.2264,1.5666,1.1067,-1.1832,1.8814,-2.1781,-1.2875,3.0834,1.1607,-1.5198,0.9536,-1.3248,-2.0993,0.3898,0.8279,-2.6890,0.5875
-1.8613,2.5198,-1.2195,0.4222,2.4435,-1.3484,0.4931,-1.6590,-2.1237,2.6190,4.0345,3.4739,-5.4729,3.3118,-0.9359,-1.9921,1.4156,-0.9974,0.9756,0.1002
-2.2626,3.5148,-2.6906,0.2613,1.0872,0.0444,0.5431,0.4386,-1.4510,-0.3787,-0.9956,0.1067,-0.1225,0.4636,0.2469,0.8058,0.6594,1.0174,-2.7769,-1.2688
0.4634,-0.0241,0.9719,0.4973,-0.9612,1.1757,-0.1641,-0.5860,0.1152,-0.1537,0.6447,0.8245,-0.8007,-0.9286,0.1322,-1.3572,-1.2086,0.4264,-1.5650,1.0585
0.9341,-0.0883,1.4890,0.9805,-0.8773,1.1865,0.9197,-1.9999,3.6285,1.6038,-4.7945,-5.3728,7.8540,-1.6739,-0.5362,2.4758,1.1815,0.3848,1.9076,-1.8984
1.2560,0.8998,1.6066,-1.5072,-0.1603,1.0865,-1.4064,1.5011,-0.6560,0.3413,-1.3879,2.3057,-0.3490,-0.1629,0.3322,-1.5327,0.1659,-0.3818,0.1713,-1.5192
0.6653,0.0576,0.3985,-0.1849,0.7362,0.5390,-1.6742,1.9539,-0.0054,-0.6436,0.3412,-0.9285,-1.0369,-1.0657,1.6300,2.7649,-1.7519,0.5601,-1.0971,-0.1970
0.4800,0.6063,0.2067,0.7775,0.6000,-1.5818,-0.0149,1.0624,2.1180,-1.1578,-0.8530,-0.6834,2.4100,-4.4322,0.8284,-0.8770,-0.7346,-1.5688,-1.1468,2.0206
0.3571,-0.2150,-0.2462,-0.7738,1.4119,-1.8325,0.1255,-0.8569,-0.9601,0.6757,-1.4637,-1.9995,1.6408,-1.1170,-0.3026,0.5388,-0.9648,1.4778,-0.4997,1.1809
0.1827,0.1688,-0.6669,0.3080,2.0475,2.5771,0.4143,-2.9003,-3.2168,3.4705,4.4621,2.3771,-2.5357,2.4366,-2.9876,-0.5177,1.6079,-0.9835,0.5926,-1.3636
0.3345,1.2383,-1.6715,-0.5458,-0.6736,-0.1977,0.9238,-0.8899,2.7470,-1.3877,-2.7912,-2.1444,2.8456,-2.6004,1.4247,2.6918,-1.7262,1.1658,-1.2137,-0.3162
0.3536,0.1065,-0.7512,0.9851,0.3678,0.0845,-0.6850,-0.2914,0.0047,1.0196,-0.7033,-0.5488,0.2982,-0.8948,0.5493,-0.0912,0.0639,-0.8926,1.5447,-1.3544
2.0064,-2.2191,1.1016,0.6872,-0.9062,0.8660,-1.5103,1.3903,2.0743,-1.8226,-0.5579,-0.6372,2.7717,-3.2915,2.0247,3.8839,-2.1565,3.5020,-0.7117,-0.8447
1.2231,-3.4302,1.4904,1.6879,-2.4458,1.2786,-0.0956,-0.7520,0.2874,1.1162,0.3737,0.5476,-0.4533,1.7745,-0.5198,0.5913,0.7256,-0.1851,1.2829,-1.9387
0.0015,0.6542,-1.5694,0.1854,1.9576,0.2147,1.5854,-1.0002,-2.7892,2.0092,2.3461,-1.2061,0.1575,-1.0711,-0.1172,1.3845,-0.4900,0.7292,-0.1892,0.5315
-1.6520,0.9786,-0.4440,-1.6750,0.2559,-0.0906,-1.4388,2.6848,3.0278,-2.2136,-3.9126,-1.3473,4.3506,-0.8272,2.3348,0.7076,-0.4253,-0.0900,0.0139,-0.7105
-2.1757,2.6314,-1.1543,0.5484,0.7277,1.5018,1.2484,-1.1265,-1.0062,1.6078,-1.9611,-0.0393,0.0139,5.9061,-3.4012,0.0159,2.1069,-3.1092,1.4006,-1.1206
-0.3602,0.1785,-1.1450,0.7643,1.0960,-1.3529,-0.5416,0.8998,-0.4785,-0.1763,0.4895,-0.3525,-1.3347,0.0257,0.4802,-0.6152,1.9449,1.5616,0.5661,0.4373
-0.4436,-0.7705,2.7423,0.5847,0.0317,-0.4334,0.4034,0.5241,2.6589,-0.7585,-2.6163,-1.5173,2.7434,-1.1386,1.5701,0.3533,0.1070,0.9886,-1.1858,1.6435
-0.0347,-0.8370,1.0135,1.2943,0.9573,-0.2548,-0.7028,-1.3116,-1.5521,1.5467,3.0220,0.7383,-1.0180,0.9926,0.4664,1.9138,-1.8598,-0.0072,-0.1921,1.1032
0.5606,-1.7887,2.5805,0.2392,-1.5545,0.0265,-1.0582,-0.9743,-1.9753,0.3953,1.4205,1.9086,-2.0515,-0.3164,1.5887,-0.7488,0.5078,-1.8777,-2.1186,1.2682
1.6661,-0.0975,-0.7710,-0.5346,1.4449,-1.3600,0.3540,0.8211,-0.6774,0.3352,1.0470,0.0325,-0.9081,-0.5841,-0.4019,0.0676,0.0395,0.6992,0.4571,1.6180
0.0681,0.1935,1.7543,1.5836,-2.3244,0.4388,-2.0171,1.3439,0.7353,-0.9049,0.3096,0.5280,-0.2552,1.3456,0.3644,-1.7796,0.9824,-0.5620,-0.4563,0.2300
-1.5212,1.0960,-0.6404,0.1573,-0.1835,1.6706,-1.8883,1.3741,-0.7151,-0.3306,2.1960,0.9695,-3.6450,0.1425,1.4159,-1.3925,0.8928,0.4534,-2.2706,1.6054
1.2343,-0.0456,1.2563,0.6916,-1.1505,-0.4352,1.6722,1.2175,2.1385,-0.8662,-1.6189,-0.9085,-0.7083,-0.6312,-1.4094,0.9579,-0.8188,0.2934,-2.2226,0.6332
1.3184,-0.1380,1.6363,-0.5057,-2.1333,-0.7291,-0.4678,1.2855,-0.9666,0.9025,2.5002,1.1004,-2.4073,1.6088,-0.7626,0.3983,-0.5435,0.7698,2.0686,-1.7165
-1.6434,1.1741,0.0666,-1.2598,-0.2078,-0.7238,0.4319,-0.5908,-1.3111,0.0943,3.2821,1.0577,-1.7201,0.4917,-0.0922,-0.3225,1.0902,-0.5365,-0.5731,0.9975
